cites,authors,title,year,source,publisher,abstract,text
26,"M Keane, T Neal",Consumer panic in the COVID-19 pandemic,2021,Journal of econometrics,Elsevier,"We develop an econometric model of consumer panic (or panic buying) during the COVID-19 pandemic. Using Google search data on relevant keywords, we construct a daily index of consumer panic for 54 countries from January 1st to April 30th 2020. We also assemble data ??","Consumer panic in the COVID-19 pandemic We develop an econometric model of consumer panic (or panic buying) during the COVID-19 pandemic. Using Google search data on relevant keywords, we construct a daily index of consumer panic for 54 countries from January 1st to April 30th 2020. We also assemble data ??"
9,"K Linka, A Goriely, E Kuhl",Global and local mobility as a barometer for COVID-19 dynamics,2021,Biomechanics and modeling in ??,Springer,"The spreading of infectious diseases including COVID-19 depends on human interactions. In an environment where behavioral patterns and physical contacts are constantly evolving according to new governmental regulations, measuring these interactions is a major ??","Global and local mobility as a barometer for COVID-19 dynamics The spreading of infectious diseases including COVID-19 depends on human interactions. In an environment where behavioral patterns and physical contacts are constantly evolving according to new governmental regulations, measuring these interactions is a major ??"
12,"K Nemani, C Li, M Olfson, EM Blessing??",Association of psychiatric disorders with mortality among patients with COVID-19,2021,JAMA ??,jamanetwork.com,"Importance To date, the association of psychiatric diagnoses with mortality in patients infected with coronavirus disease 2019 (COVID-19) has not been evaluated. Objective To assess whether a diagnosis of a schizophrenia spectrum disorder, mood disorder, or anxiety ??","Association of psychiatric disorders with mortality among patients with COVID-19 Importance To date, the association of psychiatric diagnoses with mortality in patients infected with coronavirus disease 2019 (COVID-19) has not been evaluated. Objective To assess whether a diagnosis of a schizophrenia spectrum disorder, mood disorder, or anxiety ??"
21,"G Quer, JM Radin, M Gadaleta, K Baca-Motes??",Wearable sensor data and self-reported symptoms for COVID-19 detection,2021,Nature Medicine,nature.com,"Traditional screening for COVID-19 typically includes survey questions about symptoms and travel history, as well as temperature measurements. Here, we explore whether personal sensor data collected over time may help identify subtle changes indicating an infection ??","Wearable sensor data and self-reported symptoms for COVID-19 detection Traditional screening for COVID-19 typically includes survey questions about symptoms and travel history, as well as temperature measurements. Here, we explore whether personal sensor data collected over time may help identify subtle changes indicating an infection ??"
2,"W He, ZJ Zhang, W Li","Information technology solutions, challenges, and suggestions for tackling the COVID-19 pandemic",2021,International journal of information management,Elsevier,"Various technology innovations and applications have been developed to fight the coronavirus pandemic. The pandemic also has implications for the design, development, and use of technologies. There is an urgent need for a greater understanding of what roles ??","Information technology solutions, challenges, and suggestions for tackling the COVID-19 pandemic Various technology innovations and applications have been developed to fight the coronavirus pandemic. The pandemic also has implications for the design, development, and use of technologies. There is an urgent need for a greater understanding of what roles ??"
26,"GK Shahi, A Dirkson, TA Majchrzak",An exploratory study of covid-19 misinformation on twitter,2021,Online social networks and media,Elsevier,"During the COVID-19 pandemic, social media has become a home ground for misinformation. To tackle this infodemic, scientific oversight, as well as a better understanding by practitioners in crisis management, is needed. We have conducted an ??","An exploratory study of covid-19 misinformation on twitter During the COVID-19 pandemic, social media has become a home ground for misinformation. To tackle this infodemic, scientific oversight, as well as a better understanding by practitioners in crisis management, is needed. We have conducted an ??"
2,"J Zhang, Y Hayashi, LD Frank",COVID-19 and transport: Findings from a world-wide expert survey,2021,Transport policy,Elsevier,"Impacts of coronavirus disease 2019 (COVID-19) on the transport sector and the corresponding policy measures are becoming widely investigated. Considering the various uncertainties and unknowns about this virus and its impacts (especially long-term impacts), it ??","COVID-19 and transport: Findings from a world-wide expert survey Impacts of coronavirus disease 2019 (COVID-19) on the transport sector and the corresponding policy measures are becoming widely investigated. Considering the various uncertainties and unknowns about this virus and its impacts (especially long-term impacts), it ??"
18,"A Murt, AE Eskazan, U Y?lmaz??",COVID?\19 presenting with immune thrombocytopenia: a case report and review of the literature,2021,Journal of medical ??,Wiley Online Library,"ABSTRACT Novel coronavirus disease (COVID?\19) may be associated with thrombocytopenia which might have different mechanisms in different patients and in different phases of the disease. Cytokine release, thrombotic consumption or autoimmune ??","COVID?\19 presenting with immune thrombocytopenia: a case report and review of the literature ABSTRACT Novel coronavirus disease (COVID?\19) may be associated with thrombocytopenia which might have different mechanisms in different patients and in different phases of the disease. Cytokine release, thrombotic consumption or autoimmune ??"
16,"E Carr, R Bendayan, D Bean??",Evaluation and Improvement of the National Early Warning Score (NEWS2) for COVID-19: a multi-hospital study,2021,BMC ??,bmcmedicine.biomedcentral.com,"The National Early Warning Score (NEWS2) is currently recommended in the UK for the risk stratification of COVID-19 patients, but little is known about its ability to detect severe cases. We aimed to evaluate NEWS2 for the prediction of severe COVID-19 outcome and identify ??","Evaluation and Improvement of the National Early Warning Score (NEWS2) for COVID-19: a multi-hospital study The National Early Warning Score (NEWS2) is currently recommended in the UK for the risk stratification of COVID-19 patients, but little is known about its ability to detect severe cases. We aimed to evaluate NEWS2 for the prediction of severe COVID-19 outcome and identify ??"
13,"B Iranmanesh, M Khalili, R Amiri, H Zartab??",Oral manifestations of COVID?\19 disease: A review article,2021,Dermatologic ??,Wiley Online Library,"Dysgeusia is the first recognized oral symptom of novel coronavirus disease (COVID?\19). In this review article, we described oral lesions of COVID?\19 patients. We searched PubMed library and Google Scholar for published literature since December 2019 until September ??","Oral manifestations of COVID?\19 disease: A review article Dysgeusia is the first recognized oral symptom of novel coronavirus disease (COVID?\19). In this review article, we described oral lesions of COVID?\19 patients. We searched PubMed library and Google Scholar for published literature since December 2019 until September ??"
29,"P Amariles, J Granados, M Ceballos??","COVID-19 in Colombia endpoints. Are we different, like Europe?",2021,Research in Social and ??,Elsevier,"The infection by the new coronavirus (SARS-CoV-2) has taken the dimension of a pandemic, affecting more than 160 countries in a few weeks. In Colombia, despite the implementation of the rules established by the national government, exists an elevate ??","COVID-19 in Colombia endpoints. Are we different, like Europe? The infection by the new coronavirus (SARS-CoV-2) has taken the dimension of a pandemic, affecting more than 160 countries in a few weeks. In Colombia, despite the implementation of the rules established by the national government, exists an elevate ??"
